"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL122";"ROFECOXIB";"M01AH02|MK-0966|MK-966|MK0966|NSC-720256|NSC-758705|ROFECOXIB|TRM-201|TRM201|VIOXX";"M01AH02|MK-0966|MK-966|MK0966|NSC-720256|NSC-758705|TRM-201|TRM201";"4.0";"Merck Research Laboratories Div Merck Co Inc";"'-coxib'";"1998";"cyclooxygenase-2 inhibitors";"'-coxib(-coxib)'";"1999";"M01AH02";"M01AH - Coxibs";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Withdrawn";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3";"True";"0"
"CHEMBL936";"DIPHENIDOL";"DIFENIDOL|DIFENIDOL HYDROCHLORIDE|DIPHENIDOL|Diphenidol|SK&F 478|SK&F-478|SK-478|VONTROL|Vontrol";"SK&F 478|SK&F-478|SK-478";"4.0";"Glaxosmithkline";"";"1963";"";"";"1967";"";"";"";"";"";"Anti-Emetic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1";"InChI=1S/C21H27NO/c23-21(19-11-4-1-5-12-19,20-13-6-2-7-14-20)15-10-18-22-16-8-3-9-17-22/h1-2,4-7,11-14,23H,3,8-10,15-18H2";"False";"0"
"CHEMBL1167";"SPECTINOMYCIN";"ACTINOSPECTACIN|ADSPEC|CHX-3101|PROSPEC|SPECTINOMYCIN|Spectinomycin|Trobicin";"CHX-3101";"4.0";"Pfizer Inc";"'-mycin'";"1962";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"1971";"J01XX04";"J01XX - Other antibacterials";"J01X - OTHER ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O";"InChI=1S/C14H24N2O7/c1-5-4-6(17)14(20)13(21-5)22-12-10(19)7(15-2)9(18)8(16-3)11(12)23-14/h5,7-13,15-16,18-20H,4H2,1-3H3/t5-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1";"False";"0"
"CHEMBL1214";"CARBENICILLIN";"CARBENICILLIN|Carbenicillin|Geocillin|Geopen|Pyopen";"";"4.0";"Roerig Div Pfizer Inc|Glaxosmithkline";"'-cillin'";"";"penicillins";"'-cillin(-cillin)'";"";"J01CA03";"J01CA - Penicillins with extended spectrum";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1";"False";"0"
"CHEMBL53";"APOMORPHINE";"6A.BETA.-APORPHINE-10,11-DIOL|APL-130277|APOMORPHINE|APOMORPHINUM|Apomorphine|VR-040|VR040";"APL-130277|VR-040|VR040";"4.0";"Sage Chemicals Inc|Sumitomo Pharma America Inc|Mdd Us Operations Llc";"";"";"";"";"2001";"N04BC07 | G04BE07";"N04BC - Dopamine agonists | G04BE - Drugs used in erectile dysfunction";"N04B - DOPAMINERGIC AGENTS | G04B - UROLOGICALS";"N04 - ANTI-PARKINSON DRUGS | G04 - UROLOGICALS";"N - NERVOUS SYSTEM | G - GENITO URINARY SYSTEM AND SEX HORMONES";"Emetic";"US-8414922-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"InChI=1S/C17H17NO2/c1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12/h2-6,13,19-20H,7-9H2,1H3/t13-/m1/s1";"False";"0"
"CHEMBL290916";"EDARAVONE";"ANTIPYRINE RELATED COMPOUND A|C.I. DEVELOPER 1|COLOREX PMP|DEVELOPER Z|EDARAVONE|JAROCOL PMP|MCI-186|NORPHENAZONE|NSC-12|NSC-26139|NSC-2629|PHENYL METHYL PYRAZOLONE|RADICAVA|RADICAVA ORS|Radicut";"MCI-186|NSC-12|NSC-26139|NSC-2629";"4.0";"Mitsubishi Tanabe Pharma Corp";"";"2015";"";"";"2017";"N07XX14";"N07XX - Other nervous system drugs";"N07X - OTHER NERVOUS SYSTEM DRUGS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"";"US-10987341-B2";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"CC1=NN(c2ccccc2)C(=O)C1";"InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-6H,7H2,1H3";"False";"0"
"CHEMBL590";"MENADIONE";"1,4-NAPHTHALENEDIONE, 2-METHYL|Kappaxin|MENADIONE|MENAPHTHENE|MENAPHTHONE|Menadione|NSC-4170|VITAMIN K 3|VITAMIN K3|Vitamin K 3";"NSC-4170";"4.0";"Eli Lilly And Co";"";"";"";"";"";"B02BA02";"B02BA - Vitamin K";"B02B - VITAMIN K AND OTHER HEMOSTATICS";"B02 - ANTIHEMORRHAGICS";"B - BLOOD AND BLOOD FORMING ORGANS";"Vitamin (prothrombogenic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CC1=CC(=O)c2ccccc2C1=O";"InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3";"False";"0"
"CHEMBL622";"ETODOLAC";"(RS)-ETODOLIC ACID|AY-24,236|AY-24-236|AY-24236|EBRETIN|ECCOXOLAC|EDOLAN|ETODOLAC|ETODOLIC ACID|ETOLYN|ETOPAN XL|FLANCOX|LODIN XL|LODINE|LODINE SR|LODINE XL|NAPILAC|NIH-9918|NSC-282126|RAMODAR|TEDOLAN|ULTRADOL|ZEDOLAC";"AY-24,236|AY-24-236|AY-24236|NIH-9918|NSC-282126";"4.0";"Shree Hari International Llc|Ani Pharmaceuticals Inc|Watson Laboratories Inc|Apotex Inc Etobicoke Site|Zydus Pharmaceuticals Usa Inc|Edenbridge Pharmaceuticals Llc|Actavis Elizabeth Llc|Biopharm Discovery Llc|Teva Pharmaceuticals Usa Inc|Chartwell Molecules Llc";"'-ac'";"1975";"anti-inflammatory agents (acetic acid derivatives)";"'-ac(-ac)'";"1991";"M01AB08";"M01AB - Acetic acid derivatives and related substances";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3";"InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)";"False";"0"
"CHEMBL118";"CELECOXIB";"CELEBREX|CELECOXIB|Celebra|DFN-15|DFN15|ELYXYB|NSC-719627|NSC-758624|Onsenal|SC-58635";"DFN-15|DFN15|NSC-719627|NSC-758624|SC-58635";"4.0";"Yabao Pharmaceutical Co Ltd Beijing|Watson Laboratories Inc|Kowa Pharmaceuticals America Inc|Unichem Laboratories Ltd|Upjohn Us 2 Llc|Alembic Pharmaceuticals Ltd|Acic Pharmaceuticals Inc|Micro Labs Ltd|Nanjing Simcere Dongyuan Pharmaceutical Co Ltd|Teva Pharmaceuticals Usa Inc";"'-coxib'";"1998";"cyclooxygenase-2 inhibitors";"'-coxib(-coxib)'";"1998";"M01AH01 | L01XX33";"M01AH - Coxibs | L01XX - Other antineoplastic agents";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS | L01X - OTHER ANTINEOPLASTIC AGENTS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS | L01 - ANTINEOPLASTIC AGENTS";"M - MUSCULO-SKELETAL SYSTEM | L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8598152-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)";"False";"0"
"CHEMBL135";"ESTRADIOL";"17-.BETA.-OESTRADIOL|17-BETA-OESTRADIOL|17.BETA.-ESTRADIOL|17BETA-ESTRADIOL|ADGYN ESTRO|AGOFOLLIN|ALORA|Alfatradiol|Aquagen|BEDOL|CLIMARA|Climara Pro|DERMESTRIL 100|DERMESTRIL 25|DERMESTRIL 50|DERMESTRIL SEPTEM 25|DERMESTRIL SEPTEM 50|DERMESTRIL SEPTEM 75|DESTRADIOL|DIHYDROTHEELIN|DIHYDROXYESTRIN|DIVIGEL|Depo-Estradiol|E-Cypionate|ELESTRIN|ELLESTE SOLO|ELLESTE SOLO MX 40|ELLESTE SOLO MX 80|ESCLIM|ESTRACE|ESTRADERM|ESTRADERM MX 100|ESTRADERM MX 25|ESTRADERM MX 50|ESTRADERM MX 75|ESTRADERM TTS 100|ESTRADERM TTS 25|ESTRADERM TTS 50|ESTRADIOL|ESTRADIOL 17-BETA|ESTRADIOL ANHYDROUS|ESTRADIOL VALERATE METABOLITE E2|ESTRASORB|ESTRING|ESTROGEL|EVAMIST|EVOREL 100|EVOREL 25|EVOREL 50|EVOREL 75|Estradiol|Estradiol hemihydrate|Estrasorb|FEMATRIX 40|FEMATRIX 80|FEMPATCH|FEMSEVEN 100|FEMSEVEN 50|FEMSEVEN 75|GYNERGON|GYNODIOL|GYNOESTRYL|Gynogen|IMVEXXY|INNOFEM|MENOREST 37.5|MENOREST 50|MENOREST 75|MENORING 50|MENOSTAR|MINIVELLE|NSC-20293|NSC-9895|OESTRADIOL|Oestradiol|PROGYNOVA TS|SANDRENA|VAGIFEM|VIVELLE|VIVELLE-DOT|Vagifem 18|Vagifem 8|WC-3011|WC3011|ZUMENON";"NSC-20293|NSC-9895|WC-3011|WC3011";"4.0";"Pfizer Inc|Bayer Healthcare Pharmaceuticals Inc|Ascend Therapeutics Us Llc|Allergan Sales Llc|Mayne Pharma Llc|Parke Davis Pharmaceutical Research Div Warner Lambert Co|Duramed Pharmaceuticals Inc Sub Barr Laboratories Inc|Vertical Pharmaceuticals Llc|Teva Pharmaceuticals Usa|Novast Laboratories Ltd";"'estr-'";"";"estrogens";"'estr-(estr-)'";"1975";"G03CA03";"G03CA - Natural and semisynthetic estrogens, plain";"G03C - ESTROGENS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"Estrogen";"US-7056927-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"1";"1";"Prescription Only";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1";"False";"0"
"CHEMBL672";"FENOFIBRATE";"ANTARA (MICRONIZED)|FENOFIBRATE|FENOFIBRATE (MICRONIZED)|FENOFIBRATE DELAYED RELEASE|FENOFIBRATE MICRONIZED|FENOGAL|FENOGLIDE|LIPANTIL|LIPANTIL MICRO 200|LIPANTIL MICRO 267|LIPANTIL MICRO 67|LIPIDIL|LIPOFEN|NSC-281319|SUPRALIP 160|TRICOR|TRICOR (MICRONIZED)|TRIGLIDE";"NSC-281319";"4.0";"Mankind Pharma Ltd|Ani Pharmaceuticals Inc|Impax Laboratories Inc|Novast Laboratories Ltd|Skyepharma Ag|Glenmark Pharmaceuticals Ltd|Prinston Pharmaceutical Inc|Alembic Pharmaceuticals Ltd|Austarpharma Llc|Graviti Pharmaceuticals Private Ltd";"'-fibrate'";"";"antihyperlipidemics (clofibrate type)";"'-fibrate(-fibrate)'";"1993";"C10AB05";"C10AB - Fibrates";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"";"US-7276249-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Prescription Only";"CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1";"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3";"False";"0"
"CHEMBL597";"PHENTOLAMINE";"PHENTOLAMIN|PHENTOLAMINE|Phentolamine";"";"4.0";"Precision Dose Inc|Septodont Holding Sas|Novartis Pharmaceuticals Corp|Ocuphire Pharma Inc|Hikma Pharmaceuticals Usa Inc";"";"";"";"";"1952";"C04AB01 | V03AB36";"C04AB - Imidazoline derivatives | V03AB - Antidotes";"C04A - PERIPHERAL VASODILATORS | V03A - ALL OTHER THERAPEUTIC PRODUCTS";"C04 - PERIPHERAL VASODILATORS | V03 - ALL OTHER THERAPEUTIC PRODUCTS";"C - CARDIOVASCULAR SYSTEM | V - VARIOUS";"Anti-Adrenergic";"US-7229630-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1";"InChI=1S/C17H19N3O/c1-13-5-7-14(8-6-13)20(12-17-18-9-10-19-17)15-3-2-4-16(21)11-15/h2-8,11,21H,9-10,12H2,1H3,(H,18,19)";"False";"0"
"CHEMBL1467";"ALLOPURINOL";"ALLOPURINOL|ALLOPURINOLUM|ALORAL|ALULINE 100|ALULINE 300|BW 56-158|BW-56-158|CAPLENAL|COSURIC|HAMARIN 100|HAMARIN 300|LEDOPUR|LOPURIN|NSC-101655|NSC-1390|SUSPENDOL|TAKANARUMIN|URICTO|XANTHOMAX-100|XANTHOMAX-300|ZYLOPRIM|ZYLORIC|ZYLORIC-300";"BW 56-158|BW-56-158|NSC-101655|NSC-1390";"4.0";"Chartwell Life Molecules Llc|Watson Laboratories Inc|Ironwood Pharmaceuticals Inc|Unichem Laboratories Ltd|Zydus Pharmaceuticals Usa Inc|Mylan Institutional Llc A Viatris Co|Gland Pharma Ltd|Hikma Pharmaceuticals Usa Inc|Puracap Pharmaceutical Llc|Sun Pharmaceutical Industries Inc";"";"1964";"";"";"1966";"M04AA01 | M04AA51";"M04AA - Preparations inhibiting uric acid production | M04AA - Preparations inhibiting uric acid production";"M04A - ANTIGOUT PREPARATIONS | M04A - ANTIGOUT PREPARATIONS";"M04 - ANTIGOUT PREPARATIONS | M04 - ANTIGOUT PREPARATIONS";"M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM";"Xanthine Oxidase Inhibitor";"US-8003681-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"Oc1ncnc2[nH]ncc12";"InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)";"False";"0"
"CHEMBL1518";"PROPYLTHIOURACIL";"NSC-6498|NSC-70461|PROPYLTHIOURACIL|Propacil|Propylthiouracil|Prothyran|THYREOSTAT II|Thyreostat";"NSC-6498|NSC-70461";"4.0";"Anabolic Inc|Eli Lilly And Co|Tablicaps Inc|Actavis Elizabeth Llc|Chartwell Rx Sciences Llc|Halsey Drug Co Inc|Ani Pharmaceuticals Inc|Sun Pharmaceutical Industries Inc|Dava Pharmaceuticals Inc|Watson Laboratories Inc";"'-racil; -uracil'";"";"uracil type antineoplastics; uracil derivatives used as thyroid antagonists and as antineoplastics";"'-racil(-racil); -uracil(-uracil)'";"1947";"H03BA02";"H03BA - Thiouracils";"H03B - ANTITHYROID PREPARATIONS";"H03 - THYROID THERAPY";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"Thyroid Inhibitor";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"CCCc1cc(=O)[nH]c(=S)[nH]1";"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)";"False";"0"
"CHEMBL631";"PROPAFENONE";"GNF-Pf-4594|PROPAFENON HEXAL|PROPAFENONE|Propafenone|Rythmol";"GNF-Pf-4594";"4.0";"Mylan Pharmaceuticals Inc|Watson Laboratories|Sinotherapeutics Inc|Zydus Worldwide Dmcc|Aurobindo Pharma Ltd|Nesher Pharmaceuticals Usa Llc|Ani Pharmaceuticals Inc|Sun Pharmaceutical Industries Inc|Watson Laboratories Inc|Scinopharm Taiwan Ltd";"'-afenone'";"1988";"antiarrhythmics (propafenone derivatives)";"'-afenone(-afenone)'";"1989";"C01BC03";"C01BC - Antiarrhythmics, class Ic";"C01B - ANTIARRHYTHMICS, CLASS I AND III";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"Cardiac Depressant (anti-arrhythmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1";"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3";"False";"0"
"CHEMBL1201151";"MESTRANOL";"33355|EE-3ME|EE3 ME|EE3-ME|EE3ME|EEI3ME|MESTRANOL|NSC-84032";"33355|EE-3ME|EE3 ME|EE3-ME|EE3ME|EEI3ME|NSC-84032";"4.0";"Gd Searle Llc|Heritage Pharma Labs Inc|Ortho Mcneil Janssen Pharmaceuticals Inc|Watson Laboratories Inc|Actavis Laboratories Ut Inc|Ortho Mcneil Pharmaceutical Inc";"'-estr-'";"1962";"estrogens";"'-estr-(-estr-)'";"1961";"";"";"";"";"";"Estrogen";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C";"InChI=1S/C21H26O2/c1-4-21(22)12-10-19-18-7-5-14-13-15(23-3)6-8-16(14)17(18)9-11-20(19,21)2/h1,6,8,13,17-19,22H,5,7,9-12H2,2-3H3/t17-,18-,19+,20+,21+/m1/s1";"False";"0"
"CHEMBL782";"TOLBUTAMIDE";"1-BUTYL-3-(P-TOLYLSULFONYL)UREA|ARKOZAL|BUTAMIDE|DIABETAMID|GLYCONON|IPOGLICONE|NSC-23813|NSC-87833|ORINASE|PRAMIDEX|RASTINON|TOLBUTAMIDE|TOLBUTAMIDUM|Tolbutamide|WILLBUTAMIDE";"NSC-23813|NSC-87833";"4.0";"Mylan Pharmaceuticals Inc|Sandoz Inc|Parke Davis Div Warner Lambert Co|Superpharm Corp|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc|Dava Pharmaceuticals Inc|Pharmacia And Upjohn Co|Vangard Laboratories Inc Div Midway Medical Co|Ani Pharmaceuticals Inc|Chartwell Rx Sciences Llc";"";"";"";"";"1961";"V04CA01 | A10BB03";"V04CA - Tests for diabetes | A10BB - Sulfonylureas";"V04C - OTHER DIAGNOSTIC AGENTS | A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"V04 - DIAGNOSTIC AGENTS | A10 - DRUGS USED IN DIABETES";"V - VARIOUS | A - ALIMENTARY TRACT AND METABOLISM";"Antidiabetic,Diagnostic Aid (diabetes)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1";"InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)";"False";"0"
"CHEMBL1070";"NABUMETONE";"BRL 14777|BRL-14777|NABUMETONE|NSC-758623|RELAFEN|RELIFEX";"BRL 14777|BRL-14777|NSC-758623";"4.0";"Aurobindo Pharma Usa Inc|Annora Pharma Private Ltd|Invagen Pharmaceuticals Inc|Oxford Pharmaceuticals Llc|Lgm Pharma Solutions Llc|Chartwell Rx Sciences Llc|Smithkline Beecham Corp Dba Glaxosmithkline|Epic Pharma Llc|Watson Laboratories Inc|Nostrum Laboratories Inc";"'nab-'";"1986";"cannabinol derivatives";"'nab-(nab-)'";"1991";"M01AX01";"M01AX - Other antiinflammatory and antirheumatic agents, non-steroids";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"1";"Prescription Only";"COc1ccc2cc(CCC(C)=O)ccc2c1";"InChI=1S/C15H16O2/c1-11(16)3-4-12-5-6-14-10-15(17-2)8-7-13(14)9-12/h5-10H,3-4H2,1-2H3";"False";"0"
"CHEMBL1349";"VALACYCLOVIR";"VALACICLOVIR|VALACV|VALACYCLOVIR|VALTREX|Valacyclovir|ZELITREX";"";"4.0";"Mylan Pharmaceuticals Inc|Sandoz Inc|Yiling Pharmaceutical Ltd|Cadila Healthcare Ltd|Aurobindo Pharma Ltd|Hikma Pharmaceuticals Usa Inc|Chartwell Rx Sciences Llc|Watson Laboratories Inc|Jubilant Generics Ltd|Glaxosmithkline";"'-vir'";"1993";"antivirals: antivirals (acyclovir type)";"'-vir(-vir (-cyclovir))'";"1995";"J05AB11";"J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antiviral";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21";"InChI=1S/C13H20N6O4/c1-7(2)8(14)12(21)23-4-3-22-6-19-5-16-9-10(19)17-13(15)18-11(9)20/h5,7-8H,3-4,6,14H2,1-2H3,(H3,15,17,18,20)/t8-/m0/s1";"False";"0"
"CHEMBL16";"PHENYTOIN";"DILANTIN|DILANTIN-125|DILANTIN-30|DIPHENYLHYDANTOIN|Dilabid|Diphenylhydantoin|EPAMIN|Hydantol|LEPITOIN|NSC-8722|PHENYTOIN|PHENYTOINUM|Phentytoin|Phenytek|Phenytex|SM-88 COMPONENT PHENYTOIN|ZENTROPIL";"NSC-8722|SM-88 COMPONENT PHENYTOIN";"4.0";"West-Ward Pharmaceuticals International Ltd|Pharmacia And Upjohn Co Llc|Taro Pharmaceuticals Usa Inc|Ani Pharmaceuticals Inc|Parke Davis Pharmaceutical Research Div Warner Lambert Co|Watson Laboratories Inc|Unichem Laboratories Ltd|Vistapharm Inc|Pai Holdings Llc Dba Pharmaceutical Associates Inc|Amneal Pharmaceuticals Ny Llc";"'-toin'";"1975";"antiepileptics (hydantoin derivatives)";"'-toin(-toin)'";"1953";"N03AB02 | N03AB52";"N03AB - Hydantoin derivatives | N03AB - Hydantoin derivatives";"N03A - ANTIEPILEPTICS | N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS | N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"Anticonvulsant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1";"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)";"False";"0"
"CHEMBL1727";"CEPHALEXIN ANHYDROUS";"ALSPORIN|ANHYDROUS CEPHALEXIN|CARNOSPORIN|CEFADROS|CEFALEKSIN|CEFALEXIN|CEFALEXIN ANHYDROUS|CEPHAMASTEN|DURANTEL|EFALEXIN|FELEXIN|GARASIN|IWALEXIN|KEFLORIDINA|Keflet|Keflex|Keftab|LILLY-66873|MAMALEXIN|NSC-758162|ORACOCIN|PYASSAN|S-6437|SINTHECILLIN|TAICELEXIN|UPHALEXIN";"NSC-758162";"4.0";"Facta Farmaceutici Spa|Jerome Stevens Pharmaceuticals Inc|Yung Shin Pharmaceutical Industrial Co Ltd|Barr Laboratories Inc|Apothecon Inc Div Bristol Myers Squibb|Pragma Pharmaceuticals Llc|Vitarine Pharmaceuticals Inc|Hikma Pharmaceuticals|Teva Pharmaceuticals Usa Inc|Chartwell Rx Sciences Llc";"";"1967";"";"";"1971";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1";"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1";"False";"0"
